"","Buggy","Free"
"4533",0.012,0.988
"4534",0.052,0.948
"4535",0.062,0.938
"4536",0.14,0.86
"4537",0.358,0.642
"4538",0.07,0.93
"4539",0,1
"4540",0.042,0.958
"4541",0.028,0.972
"4542",0.004,0.996
"4543",0.318,0.682
"4544",0.862,0.138
"4545",0.032,0.968
"4546",0.478,0.522
"4547",0.522,0.478
"4548",0.682,0.318
"4549",0,1
"4550",0.01,0.99
"4551",0.104,0.896
"4552",0.004,0.996
"4553",0,1
"4554",0.028,0.972
"4555",0.046,0.954
"4556",0.028,0.972
"4557",0.152,0.848
"4558",0.038,0.962
"4559",0.476,0.524
"4560",0.026,0.974
"4561",0.002,0.998
"4562",0.032,0.968
"4563",0.58,0.42
"4564",0.204,0.796
"4565",0.04,0.96
"4566",0.318,0.682
"4567",0.022,0.978
"4568",0.122,0.878
"4569",0.016,0.984
"4570",0.008,0.992
"4571",0.008,0.992
"4572",0.07,0.93
"4573",0.16,0.84
"4574",0,1
"4575",0.02,0.98
"4576",0.038,0.962
"4577",0.04,0.96
"4578",0.126,0.874
"4579",0.012,0.988
"4580",0.108,0.892
"4581",0.014,0.986
"4582",0.002,0.998
"4583",0.066,0.934
"4584",0.156,0.844
"4585",0.098,0.902
"4586",0.032,0.968
"4587",0.01,0.99
"4588",0.03,0.97
"4589",0.636,0.364
"4590",0.332,0.668
"4591",0.014,0.986
"4592",0.13,0.87
"4593",0.028,0.972
"4594",0.048,0.952
"4595",0.012,0.988
"4596",0.212,0.788
"4597",0.016,0.984
"4598",0.024,0.976
"4599",0.05,0.95
"4600",0.082,0.918
"4601",0.05,0.95
"4602",0.144,0.856
"4603",0.004,0.996
"4604",0.516,0.484
"4605",0.092,0.908
"4606",0.216,0.784
"4607",0.308,0.692
"4608",0.74,0.26
"4609",0.06,0.94
"4610",0.212,0.788
"4611",0.122,0.878
"4612",0.038,0.962
"4613",0.356,0.644
"4614",0.08,0.92
"4615",0.09,0.91
"4616",0,1
"4617",0.124,0.876
"4618",0.036,0.964
"4619",0.128,0.872
"4620",0.106,0.894
"4621",0.598,0.402
"4622",0.486,0.514
"4623",0.062,0.938
"4624",0.368,0.632
"4625",0.47,0.53
"4626",0.006,0.994
"4627",0.628,0.372
"4628",0.116,0.884
"4629",0.02,0.98
"4630",0.066,0.934
"4631",0.098,0.902
"4632",0.218,0.782
"4633",0,1
"4634",0.01,0.99
"4635",0.018,0.982
"4636",0.002,0.998
"4637",0.656,0.344
"4638",0.212,0.788
"4639",0.054,0.946
"4640",0.018,0.982
"4641",0.416,0.584
"4642",0.012,0.988
"4643",0.092,0.908
"4644",0.166,0.834
"4645",0.014,0.986
"4646",0,1
"4647",0.016,0.984
"4648",0.018,0.982
"4649",0,1
"4650",0.218,0.782
"4651",0.296,0.704
"4652",0.056,0.944
"4653",0.05,0.95
"4654",0.02,0.98
"4655",0.094,0.906
"4656",0.01,0.99
"4657",0.234,0.766
"4658",0.636,0.364
"4659",0.484,0.516
"4660",0.054,0.946
"4661",0.246,0.754
"4662",0.796,0.204
"4663",0.06,0.94
"4664",0.116,0.884
"4665",0.098,0.902
"4666",0.036,0.964
"4667",0.484,0.516
"4668",0.004,0.996
"4669",0.39,0.61
"4670",0.064,0.936
"4671",0.406,0.594
"4672",0.596,0.404
"4673",0.034,0.966
"4674",0.084,0.916
"4675",0.054,0.946
"4676",0.132,0.868
"4677",0.834,0.166
"4678",0.094,0.906
"4679",0.066,0.934
"4680",0.042,0.958
"4681",0.818,0.182
"4682",0.362,0.638
"4683",0.086,0.914
"4684",0.008,0.992
"4685",0.74,0.26
"4686",0.03,0.97
"4687",0.282,0.718
"4688",0.352,0.648
"4689",0.012,0.988
"4690",0.258,0.742
"4691",0.448,0.552
"4692",0.106,0.894
"4693",0.396,0.604
"4694",0.034,0.966
"4695",0.09,0.91
"4696",0.07,0.93
"4697",0.002,0.998
"4698",0.89,0.11
"4699",0,1
"4700",0,1
"4701",0.376,0.624
"4702",0.09,0.91
"4703",0.036,0.964
"4704",0.64,0.36
"4705",0.878,0.122
"4706",0.068,0.932
"4707",0.12,0.88
"4708",0.08,0.92
"4709",0.394,0.606
"4710",0.138,0.862
"4711",0.436,0.564
"4712",0.062,0.938
"4713",0.81,0.19
"4714",0.258,0.742
"4715",0.048,0.952
"4716",0.008,0.992
"4717",0.11,0.89
"4718",0.262,0.738
"4719",0.484,0.516
"4720",0,1
"4721",0.004,0.996
"4722",0.404,0.596
"4723",0.778,0.222
"4724",0.02,0.98
"4725",0.092,0.908
"4726",0.044,0.956
"4727",0.024,0.976
"4728",0.344,0.656
"4729",0.168,0.832
"4730",0,1
"4731",0,1
"4732",0.342,0.658
"4733",0.508,0.492
"4734",0.004,0.996
"4735",0.03,0.97
"4736",0.004,0.996
"4737",0.004,0.996
"4738",0.182,0.818
"4739",0.008,0.992
"4740",0.082,0.918
"4741",0.006,0.994
"4742",0.308,0.692
"4743",0.426,0.574
"4744",0.018,0.982
"4745",0.012,0.988
"4746",0.512,0.488
"4747",0.488,0.512
"4748",0.656,0.344
"4749",0.618,0.382
"4750",0,1
"4751",0.524,0.476
"4752",0.036,0.964
"4753",0.008,0.992
"4754",0.062,0.938
"4755",0.782,0.218
"4756",0.304,0.696
"4757",0.004,0.996
"4758",0.548,0.452
"4759",0.404,0.596
"4760",0.038,0.962
"4761",0.044,0.956
"4762",0.556,0.444
"4763",0.018,0.982
"4764",0.006,0.994
"4765",0.102,0.898
"4766",0.766,0.234
"4767",0.054,0.946
"4768",0.052,0.948
"4769",0.074,0.926
"4770",0.012,0.988
"4771",0.066,0.934
"4772",0.052,0.948
"4773",0.572,0.428
"4774",0.4,0.6
"4775",0.096,0.904
"4776",0.512,0.488
"4777",0.058,0.942
"4778",0.018,0.982
"4779",0.832,0.168
"4780",0.534,0.466
"4781",0.052,0.948
"4782",0.194,0.806
"4783",0.468,0.532
"4784",0.018,0.982
"4785",0.082,0.918
"4786",0.008,0.992
"4787",0.114,0.886
"4788",0,1
"4789",0.762,0.238
"4790",0.042,0.958
"4791",0.728,0.272
"4792",0.036,0.964
"4793",0.052,0.948
"4794",0.07,0.93
"4795",0.32,0.68
"4796",0.066,0.934
"4797",0.158,0.842
"4798",0,1
"4799",0.102,0.898
"4800",0.258,0.742
"4801",0,1
"4802",0,1
"4803",0.384,0.616
"4804",0.074,0.926
"4805",0.384,0.616
"4806",0.016,0.984
"4807",0.08,0.92
"4808",0.048,0.952
"4809",0.818,0.182
"4810",0.002,0.998
"4811",0.014,0.986
"4812",0.784,0.216
"4813",0.086,0.914
"4814",0.216,0.784
"4815",0.538,0.462
"4816",0.16,0.84
"4817",0.084,0.916
"4818",0.028,0.972
"4819",0.46,0.54
"4820",0.064,0.936
"4821",0.37,0.63
"4822",0.006,0.994
"4823",0.244,0.756
"4824",0.854,0.146
"4825",0.092,0.908
"4826",0.404,0.596
"4827",0.12,0.88
"4828",0.836,0.164
"4829",0.046,0.954
"4830",0.088,0.912
"4831",0.582,0.418
"4832",0.19,0.81
"4833",0.004,0.996
"4834",0.002,0.998
"4835",0.044,0.956
"4836",0.034,0.966
"4837",0.06,0.94
"4838",0.006,0.994
"4839",0.056,0.944
"4840",0.09,0.91
"4841",0,1
"4842",0.208,0.792
"4843",0.176,0.824
"4844",0.05,0.95
"4845",0.098,0.902
"4846",0.024,0.976
"4847",0.43,0.57
"4848",0.144,0.856
"4849",0.11,0.89
"4850",0.132,0.868
"4851",0.35,0.65
"4852",0.126,0.874
"4853",0.078,0.922
"4854",0.002,0.998
"4855",0.006,0.994
"4856",0.708,0.292
"4857",0,1
"4858",0.386,0.614
"4859",0.03,0.97
"4860",0.002,0.998
"4861",0.134,0.866
"4862",0.016,0.984
"4863",0.01,0.99
"4864",0.124,0.876
"4865",0.094,0.906
"4866",0.462,0.538
"4867",0.374,0.626
"4868",0.008,0.992
"4869",0,1
"4870",0.002,0.998
"4871",0.144,0.856
"4872",0.406,0.594
"4873",0.026,0.974
"4874",0,1
"4875",0.09,0.91
"4876",0.056,0.944
"4877",0.002,0.998
"4878",0,1
"4879",0,1
"4880",0.004,0.996
"4881",0.086,0.914
"4882",0.18,0.82
"4883",0.868,0.132
"4884",0.096,0.904
"4885",0.714,0.286
"4886",0.008,0.992
"4887",0.264,0.736
"4888",0.006,0.994
"4889",0.76,0.24
"4890",0.258,0.742
"4891",0.192,0.808
"4892",0.06,0.94
"4893",0.238,0.762
"4894",0,1
"4895",0.088,0.912
"4896",0.164,0.836
"4897",0.042,0.958
"4898",0.13,0.87
"4899",0.052,0.948
"4900",0.008,0.992
"4901",0.456,0.544
"4902",0.002,0.998
"4903",0.052,0.948
"4904",0.102,0.898
"4905",0.44,0.56
"4906",0.174,0.826
"4907",0.04,0.96
"4908",0.202,0.798
"4909",0.01,0.99
"4910",0.244,0.756
"4911",0.026,0.974
"4912",0.888,0.112
"4913",0.184,0.816
"4914",0,1
"4915",0.06,0.94
"4916",0.156,0.844
"4917",0.28,0.72
"4918",0.634,0.366
"4919",0.026,0.974
"4920",0.042,0.958
"4921",0.204,0.796
"4922",0.046,0.954
"4923",0.02,0.98
"4924",0,1
"4925",0.03,0.97
"4926",0.09,0.91
"4927",0.024,0.976
"4928",0.65,0.35
"4929",0.644,0.356
"4930",0.216,0.784
"4931",0.536,0.464
"4932",0,1
"4933",0.026,0.974
"4934",0.706,0.294
"4935",0.228,0.772
"4936",0.11,0.89
"4937",0.522,0.478
"4938",0.01,0.99
"4939",0.232,0.768
"4940",0.05,0.95
"4941",0.526,0.474
"4942",0.104,0.896
"4943",0.102,0.898
"4944",0.07,0.93
"4945",0,1
"4946",0.008,0.992
"4947",0.028,0.972
"4948",0.156,0.844
"4949",0.028,0.972
"4950",0.494,0.506
"4951",0.112,0.888
"4952",0.142,0.858
"4953",0.27,0.73
"4954",0.264,0.736
"4955",0.656,0.344
"4956",0.556,0.444
"4957",0.04,0.96
"4958",0,1
"4959",0,1
"4960",0.004,0.996
"4961",0.104,0.896
"4962",0.138,0.862
"4963",0.03,0.97
"4964",0.524,0.476
"4965",0.15,0.85
"4966",0.01,0.99
"4967",0.002,0.998
"4968",0,1
"4969",0.046,0.954
"4970",0.07,0.93
"4971",0.058,0.942
"4972",0.31,0.69
"4973",0.278,0.722
"4974",0.468,0.532
"4975",0.026,0.974
"4976",0.004,0.996
"4977",0.464,0.536
"4978",0.038,0.962
"4979",0.036,0.964
"4980",0,1
"4981",0.816,0.184
"4982",0,1
"4983",0.036,0.964
"4984",0.666,0.334
"4985",0.05,0.95
"4986",0.028,0.972
"4987",0.158,0.842
"4988",0.396,0.604
"4989",0.014,0.986
"4990",0.384,0.616
"4991",0.002,0.998
"4992",0.582,0.418
"4993",0.128,0.872
"4994",0.146,0.854
"4995",0.012,0.988
"4996",0.08,0.92
"4997",0.722,0.278
"4998",0.02,0.98
"4999",0.856,0.144
"5000",0.384,0.616
"5001",0.044,0.956
"5002",0.892,0.108
"5003",0.6,0.4
"5004",0.494,0.506
"5005",0.506,0.494
"5006",0.104,0.896
"5007",0.008,0.992
"5008",0.104,0.896
"5009",0.17,0.83
"5010",0.716,0.284
"5011",0.628,0.372
"5012",0.272,0.728
"5013",0.154,0.846
"5014",0.066,0.934
"5015",0,1
"5016",0.008,0.992
"5017",0.716,0.284
"5018",0.07,0.93
"5019",0.314,0.686
"5020",0.008,0.992
"5021",0.882,0.118
"5022",0.034,0.966
"5023",0.538,0.462
"5024",0.048,0.952
"5025",0.004,0.996
"5026",0,1
"5027",0.11,0.89
"5028",0.09,0.91
"5029",0.168,0.832
"5030",0.122,0.878
"5031",0.08,0.92
"5032",0.004,0.996
"5033",0.676,0.324
"5034",0.298,0.702
"5035",0.088,0.912
"5036",0.07,0.93
"5037",0.51,0.49
"5038",0.05,0.95
"5039",0.04,0.96
"5040",0.004,0.996
"5041",0.076,0.924
"5042",0.254,0.746
"5043",0.03,0.97
"5044",0.132,0.868
"5045",0.156,0.844
"5046",0.314,0.686
"5047",0.036,0.964
"5048",0.322,0.678
"5049",0.188,0.812
"5050",0.1,0.9
"5051",0.02,0.98
"5052",0.1,0.9
"5053",0.064,0.936
"5054",0.066,0.934
"5055",0.638,0.362
"5056",0.532,0.468
"5057",0.598,0.402
"5058",0,1
"5059",0.32,0.68
"5060",0.788,0.212
"5061",0.044,0.956
"5062",0.068,0.932
"5063",0.51,0.49
"5064",0.042,0.958
"5065",0.04,0.96
"5066",0.266,0.734
"5067",0.038,0.962
"5068",0.046,0.954
"5069",0.014,0.986
"5070",0.346,0.654
"5071",0.022,0.978
"5072",0.064,0.936
"5073",0.002,0.998
"5074",0.008,0.992
"5075",0,1
"5076",0.602,0.398
"5077",0.038,0.962
"5078",0.002,0.998
"5079",0.042,0.958
"5080",0,1
"5081",0.06,0.94
"5082",0.064,0.936
"5083",0.236,0.764
"5084",0.624,0.376
"5085",0.654,0.346
"5086",0.186,0.814
"5087",0.134,0.866
"5088",0.696,0.304
"5089",0.344,0.656
"5090",0.496,0.504
"5091",0.69,0.31
"5092",0.006,0.994
"5093",0.428,0.572
"5094",0.758,0.242
"5095",0.274,0.726
"5096",0.172,0.828
"5097",0.5,0.5
"5098",0.426,0.574
"5099",0.012,0.988
"5100",0.076,0.924
"5101",0.002,0.998
"5102",0.556,0.444
"5103",0.07,0.93
"5104",0,1
"5105",0.132,0.868
"5106",0.004,0.996
"5107",0.034,0.966
"5108",0.166,0.834
"5109",0.38,0.62
"5110",0.376,0.624
"5111",0.05,0.95
"5112",0.016,0.984
"5113",0.454,0.546
"5114",0.124,0.876
"5115",0.676,0.324
"5116",0.046,0.954
"5117",0.04,0.96
"5118",0.498,0.502
"5119",0.048,0.952
"5120",0.036,0.964
"5121",0.214,0.786
"5122",0.22,0.78
"5123",0.474,0.526
"5124",0.036,0.964
"5125",0.78,0.22
"5126",0.006,0.994
"5127",0.736,0.264
"5128",0.01,0.99
"5129",0.192,0.808
"5130",0.022,0.978
"5131",0.02,0.98
"5132",0.358,0.642
"5133",0.414,0.586
"5134",0.034,0.966
"5135",0.378,0.622
"5136",0.11,0.89
"5137",0.574,0.426
"5138",0.678,0.322
"5139",0.002,0.998
"5140",0.226,0.774
"5141",0,1
"5142",0.57,0.43
"5143",0.082,0.918
"5144",0.582,0.418
"5145",0.11,0.89
"5146",0.176,0.824
"5147",0.666,0.334
"5148",0.528,0.472
"5149",0.08,0.92
"5150",0.012,0.988
"5151",0.296,0.704
"5152",0.238,0.762
"5153",0.458,0.542
"5154",0,1
"5155",0.016,0.984
"5156",0.096,0.904
"5157",0.13,0.87
"5158",0.03,0.97
"5159",0.038,0.962
"5160",0.046,0.954
"5161",0.02,0.98
"5162",0.002,0.998
"5163",0.072,0.928
"5164",0,1
"5165",0.336,0.664
"5166",0.168,0.832
"5167",0.016,0.984
"5168",0.01,0.99
"5169",0.092,0.908
"5170",0.06,0.94
"5171",0,1
"5172",0.23,0.77
"5173",0.002,0.998
"5174",0.854,0.146
"5175",0.852,0.148
"5176",0.086,0.914
"5177",0.764,0.236
"5178",0.17,0.83
"5179",0.622,0.378
"5180",0.446,0.554
"5181",0.616,0.384
"5182",0.024,0.976
"5183",0.036,0.964
"5184",0.046,0.954
"5185",0,1
"5186",0.262,0.738
"5187",0.048,0.952
"5188",0.568,0.432
"5189",0.054,0.946
"5190",0.028,0.972
"5191",0.196,0.804
"5192",0.036,0.964
"5193",0.446,0.554
"5194",0.164,0.836
"5195",0.476,0.524
"5196",0.208,0.792
"5197",0.452,0.548
"5198",0.554,0.446
"5199",0.03,0.97
"5200",0.44,0.56
"5201",0.736,0.264
"5202",0.116,0.884
"5203",0.838,0.162
"5204",0.27,0.73
"5205",0.01,0.99
"5206",0.07,0.93
"5207",0.79,0.21
"5208",0.006,0.994
"5209",0.792,0.208
"5210",0.072,0.928
"5211",0.002,0.998
"5212",0.086,0.914
"5213",0.006,0.994
"5214",0.348,0.652
"5215",0.624,0.376
"5216",0.088,0.912
"5217",0.018,0.982
"5218",0.008,0.992
"5219",0.05,0.95
"5220",0.574,0.426
"5221",0.578,0.422
"5222",0.916,0.084
"5223",0.02,0.98
"5224",0.168,0.832
"5225",0.016,0.984
"5226",0.03,0.97
"5227",0.384,0.616
"5228",0.524,0.476
"5229",0.104,0.896
"5230",0.008,0.992
"5231",0.042,0.958
"5232",0.018,0.982
"5233",0.106,0.894
"5234",0.254,0.746
"5235",0.034,0.966
"5236",0.572,0.428
"5237",0.448,0.552
"5238",0.33,0.67
"5239",0.584,0.416
"5240",0.012,0.988
"5241",0.718,0.282
"5242",0,1
"5243",0.03,0.97
"5244",0.064,0.936
"5245",0.03,0.97
"5246",0.096,0.904
"5247",0.234,0.766
"5248",0.872,0.128
"5249",0.022,0.978
"5250",0.554,0.446
"5251",0.01,0.99
"5252",0.036,0.964
"5253",0.1,0.9
"5254",0.03,0.97
"5255",0.122,0.878
"5256",0.772,0.228
"5257",0.15,0.85
"5258",0.858,0.142
"5259",0.004,0.996
"5260",0.056,0.944
"5261",0.11,0.89
"5262",0.626,0.374
"5263",0.118,0.882
"5264",0.084,0.916
"5265",0.308,0.692
"5266",0.042,0.958
"5267",0.09,0.91
"5268",0,1
"5269",0.006,0.994
"5270",0.116,0.884
"5271",0.118,0.882
"5272",0.752,0.248
"5273",0,1
"5274",0.07,0.93
"5275",0.08,0.92
"5276",0.06,0.94
"5277",0.038,0.962
"5278",0.098,0.902
"5279",0.066,0.934
"5280",0.008,0.992
"5281",0.054,0.946
"5282",0.05,0.95
"5283",0.34,0.66
"5284",0.042,0.958
"5285",0.004,0.996
"5286",0.148,0.852
"5287",0.076,0.924
"5288",0.03,0.97
"5289",0.004,0.996
"5290",0.006,0.994
"5291",0,1
"5292",0,1
"5293",0.598,0.402
"5294",0.128,0.872
"5295",0.884,0.116
"5296",0.036,0.964
"5297",0.004,0.996
"5298",0.27,0.73
"5299",0,1
"5300",0.38,0.62
"5301",0.588,0.412
"5302",0.066,0.934
"5303",0.42,0.58
"5304",0.066,0.934
"5305",0.58,0.42
"5306",0.238,0.762
"5307",0.072,0.928
"5308",0.45,0.55
"5309",0.032,0.968
"5310",0.142,0.858
"5311",0,1
"5312",0.002,0.998
"5313",0.13,0.87
"5314",0.274,0.726
"5315",0.268,0.732
"5316",0.088,0.912
"5317",0.036,0.964
"5318",0.062,0.938
"5319",0.402,0.598
"5320",0.33,0.67
"5321",0.534,0.466
"5322",0.006,0.994
"5323",0,1
"5324",0.034,0.966
"5325",0.032,0.968
"5326",0.762,0.238
"5327",0.014,0.986
"5328",0.126,0.874
"5329",0.102,0.898
"5330",0.132,0.868
"5331",0.092,0.908
"5332",0.04,0.96
"5333",0.122,0.878
"5334",0.15,0.85
"5335",0.018,0.982
"5336",0.568,0.432
"5337",0.506,0.494
"5338",0.046,0.954
"5339",0.074,0.926
"5340",0.016,0.984
"5341",0.112,0.888
"5342",0.042,0.958
"5343",0,1
"5344",0.46,0.54
"5345",0.186,0.814
"5346",0.096,0.904
"5347",0.01,0.99
"5348",0.15,0.85
"5349",0.824,0.176
"5350",0.696,0.304
"5351",0.026,0.974
"5352",0.006,0.994
"5353",0.014,0.986
"5354",0.004,0.996
"5355",0,1
"5356",0.53,0.47
"5357",0.022,0.978
"5358",0.286,0.714
"5359",0.358,0.642
"5360",0.136,0.864
"5361",0.038,0.962
"5362",0.33,0.67
"5363",0.352,0.648
"5364",0,1
"5365",0.064,0.936
"5366",0.122,0.878
"5367",0.222,0.778
"5368",0.532,0.468
"5369",0.746,0.254
"5370",0.024,0.976
"5371",0.002,0.998
"5372",0,1
"5373",0.376,0.624
"5374",0.028,0.972
"5375",0,1
"5376",0.092,0.908
"5377",0.708,0.292
"5378",0.276,0.724
"5379",0.014,0.986
"5380",0.432,0.568
"5381",0.078,0.922
"5382",0.39,0.61
"5383",0.376,0.624
"5384",0.004,0.996
"5385",0.376,0.624
"5386",0.202,0.798
"5387",0.042,0.958
"5388",0.598,0.402
"5389",0.018,0.982
"5390",0.05,0.95
"5391",0.094,0.906
"5392",0.82,0.18
"5393",0.378,0.622
"5394",0.124,0.876
"5395",0.32,0.68
"5396",0.088,0.912
"5397",0.448,0.552
"5398",0,1
"5399",0.166,0.834
"5400",0.46,0.54
"5401",0,1
"5402",0.116,0.884
"5403",0.01,0.99
"5404",0.292,0.708
"5405",0.048,0.952
"5406",0.016,0.984
"5407",0.25,0.75
"5408",0.026,0.974
"5409",0.394,0.606
"5410",0,1
"5411",0.752,0.248
"5412",0.104,0.896
"5413",0.056,0.944
"5414",0.664,0.336
"5415",0.148,0.852
"5416",0.182,0.818
"5417",0,1
"5418",0.082,0.918
"5419",0.364,0.636
"5420",0.406,0.594
"5421",0.042,0.958
"5422",0.376,0.624
"5423",0.014,0.986
"5424",0.112,0.888
"5425",0.754,0.246
"5426",0.014,0.986
"5427",0.402,0.598
"5428",0.004,0.996
"5429",0.038,0.962
"5430",0.654,0.346
"5431",0.054,0.946
"5432",0.074,0.926
"5433",0.046,0.954
"5434",0.076,0.924
"5435",0.044,0.956
"5436",0.002,0.998
"5437",0.024,0.976
"5438",0.032,0.968
"5439",0.008,0.992
"5440",0,1
"5441",0.28,0.72
"5442",0.584,0.416
"5443",0.094,0.906
"5444",0.042,0.958
"5445",0.246,0.754
"5446",0.288,0.712
"5447",0.092,0.908
"5448",0.018,0.982
"5449",0.406,0.594
"5450",0.806,0.194
"5451",0.046,0.954
"5452",0.006,0.994
"5453",0.048,0.952
"5454",0.72,0.28
"5455",0.338,0.662
"5456",0,1
"5457",0.006,0.994
"5458",0.04,0.96
"5459",0.216,0.784
"5460",0.122,0.878
"5461",0.524,0.476
"5462",0.094,0.906
"5463",0.216,0.784
"5464",0.55,0.45
"5465",0.022,0.978
"5466",0,1
"5467",0.012,0.988
"5468",0.012,0.988
"5469",0.004,0.996
"5470",0.154,0.846
"5471",0.108,0.892
"5472",0.052,0.948
"5473",0.624,0.376
"5474",0.064,0.936
"5475",0.006,0.994
"5476",0,1
"5477",0.05,0.95
"5478",0.044,0.956
"5479",0.01,0.99
"5480",0.094,0.906
"5481",0.436,0.564
"5482",0.126,0.874
"5483",0.71,0.29
"5484",0,1
"5485",0.668,0.332
"5486",0.08,0.92
"5487",0.06,0.94
"5488",0.008,0.992
"5489",0.006,0.994
"5490",0.534,0.466
"5491",0.198,0.802
"5492",0.526,0.474
"5493",0.044,0.956
"5494",0.104,0.896
"5495",0.094,0.906
"5496",0.586,0.414
"5497",0.736,0.264
"5498",0.07,0.93
"5499",0.018,0.982
"5500",0,1
"5501",0,1
"5502",0.306,0.694
"5503",0.072,0.928
"5504",0,1
"5505",0.056,0.944
"5506",0.108,0.892
"5507",0.04,0.96
"5508",0,1
"5509",0.266,0.734
"5510",0.058,0.942
"5511",0.002,0.998
"5512",0.212,0.788
"5513",0.042,0.958
"5514",0.066,0.934
"5515",0.22,0.78
"5516",0.002,0.998
"5517",0.302,0.698
"5518",0.228,0.772
"5519",0.138,0.862
"5520",0.016,0.984
"5521",0.63,0.37
"5522",0.004,0.996
"5523",0.054,0.946
"5524",0.064,0.936
"5525",0.192,0.808
"5526",0.29,0.71
"5527",0.04,0.96
"5528",0.44,0.56
"5529",0,1
"5530",0.262,0.738
"5531",0,1
"5532",0.184,0.816
"5533",0.182,0.818
"5534",0.004,0.996
"5535",0.05,0.95
"5536",0.418,0.582
"5537",0.424,0.576
"5538",0.056,0.944
"5539",0.38,0.62
"5540",0.004,0.996
"5541",0,1
"5542",0.18,0.82
"5543",0.162,0.838
"5544",0.284,0.716
"5545",0.106,0.894
"5546",0.646,0.354
"5547",0.1,0.9
"5548",0.014,0.986
"5549",0.472,0.528
"5550",0.112,0.888
"5551",0.136,0.864
"5552",0.358,0.642
"5553",0.068,0.932
"5554",0.042,0.958
"5555",0.69,0.31
"5556",0.534,0.466
"5557",0.756,0.244
"5558",0.73,0.27
"5559",0.216,0.784
"5560",0.1,0.9
"5561",0.08,0.92
"5562",0.012,0.988
"5563",0.536,0.464
"5564",0.554,0.446
"5565",0.006,0.994
"5566",0,1
"5567",0.114,0.886
"5568",0.524,0.476
"5569",0.004,0.996
"5570",0.034,0.966
"5571",0.142,0.858
"5572",0.444,0.556
"5573",0.154,0.846
"5574",0.038,0.962
"5575",0,1
"5576",0.028,0.972
"5577",0.116,0.884
"5578",0.016,0.984
"5579",0.086,0.914
"5580",0.134,0.866
"5581",0.418,0.582
"5582",0,1
"5583",0.018,0.982
"5584",0.028,0.972
"5585",0.012,0.988
"5586",0,1
"5587",0.426,0.574
"5588",0,1
"5589",0.662,0.338
"5590",0.092,0.908
"5591",0.164,0.836
"5592",0.112,0.888
"5593",0.266,0.734
"5594",0.104,0.896
"5595",0.002,0.998
"5596",0.004,0.996
"5597",0.396,0.604
"5598",0.08,0.92
"5599",0.222,0.778
"5600",0.27,0.73
"5601",0.398,0.602
"5602",0.39,0.61
"5603",0.354,0.646
"5604",0.008,0.992
"5605",0.784,0.216
"5606",0.332,0.668
"5607",0,1
"5608",0.644,0.356
"5609",0.774,0.226
"5610",0.334,0.666
"5611",0,1
"5612",0.232,0.768
"5613",0.058,0.942
"5614",0.38,0.62
"5615",0.252,0.748
"5616",0.426,0.574
"5617",0.062,0.938
"5618",0.002,0.998
"5619",0.018,0.982
"5620",0.53,0.47
"5621",0.628,0.372
"5622",0.124,0.876
"5623",0.002,0.998
"5624",0,1
"5625",0.086,0.914
"5626",0,1
"5627",0.114,0.886
"5628",0.504,0.496
"5629",0.046,0.954
"5630",0.306,0.694
"5631",0.576,0.424
"5632",0.764,0.236
"5633",0.14,0.86
"5634",0.112,0.888
"5635",0.136,0.864
"5636",0.064,0.936
"5637",0.01,0.99
"5638",0.06,0.94
"5639",0.162,0.838
"5640",0.002,0.998
"5641",0.184,0.816
"5642",0.314,0.686
"5643",0.048,0.952
"5644",0.382,0.618
"5645",0,1
"5646",0.574,0.426
"5647",0.612,0.388
"5648",0.78,0.22
"5649",0.55,0.45
"5650",0.018,0.982
"5651",0.02,0.98
"5652",0.024,0.976
"5653",0.02,0.98
"5654",0.104,0.896
"5655",0.084,0.916
"5656",0.228,0.772
"5657",0.004,0.996
"5658",0.242,0.758
"5659",0.506,0.494
"5660",0.01,0.99
"5661",0.228,0.772
"5662",0.048,0.952
"5663",0.106,0.894
"5664",0.364,0.636
"5665",0.052,0.948
"5666",0.006,0.994
"5667",0.168,0.832
"5668",0.074,0.926
"5669",0.208,0.792
"5670",0.306,0.694
"5671",0.1,0.9
"5672",0.298,0.702
"5673",0,1
"5674",0.052,0.948
"5675",0.342,0.658
"5676",0.296,0.704
"5677",0.25,0.75
"5678",0.072,0.928
"5679",0.09,0.91
"5680",0.016,0.984
"5681",0.032,0.968
"5682",0.008,0.992
"5683",0.35,0.65
"5684",0.34,0.66
"5685",0.01,0.99
"5686",0.416,0.584
"5687",0.218,0.782
"5688",0.042,0.958
"5689",0.026,0.974
"5690",0,1
"5691",0.434,0.566
"5692",0,1
"5693",0.01,0.99
"5694",0.148,0.852
"5695",0.622,0.378
"5696",0.44,0.56
"5697",0,1
"5698",0.064,0.936
"5699",0.026,0.974
"5700",0.026,0.974
"5701",0.342,0.658
"5702",0.124,0.876
"5703",0.008,0.992
"5704",0.116,0.884
"5705",0.124,0.876
"5706",0.084,0.916
"5707",0.062,0.938
"5708",0.62,0.38
"5709",0.4,0.6
"5710",0.082,0.918
"5711",0.054,0.946
"5712",0.746,0.254
"5713",0.06,0.94
"5714",0.118,0.882
"5715",0.34,0.66
"5716",0.766,0.234
"5717",0.012,0.988
"5718",0.386,0.614
"5719",0.016,0.984
"5720",0.086,0.914
"5721",0.016,0.984
"5722",0.054,0.946
"5723",0.886,0.114
"5724",0.306,0.694
"5725",0.002,0.998
"5726",0.128,0.872
"5727",0.05,0.95
